,WorkOrderNumber,Facility,OrderStatus,ItemNumber,PlannedQuantity,CompletedQuantity,PlannedStart,PlannedEnd,PONumber,Description,CategoryCode,ItemWeight,Demand quantity (pounds),ItemFacility,BalesPerPallet,in_breakout,Model plant,_merge,is_able
1,262670,20005,1,50000385,672.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,618057,PVI LID VENISON DOG 3/5#,FG,15.0,10080.0,20005,42.0,True,PC,both,False
2,262671,20005,1,50000386,3086.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,626182,PVI LID VENISON DOG 13.2#,FG,13.2,40735.0,20005,63.0,True,PC,both,False
3,262672,20005,1,50000387,2345.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,618055,PVI LID VENISON DOG 26#,FG,26.0,60970.0,20005,35.0,True,PC,both,False
10,WO21004784,20005,1,50008977,6000.0,5026.0,2021-09-16T00:00:00,2021-09-16T00:00:00,01021,NEC CKN DUCK QUAIL CAT 10#,FG,10.0,9740.0,20005,70.0,True,PC,both,False
50,WO21009315,20005,1,50006123,2223.0,557.0,2021-08-17T00:00:00,2021-08-17T00:00:00,31745,NVI RB GF INDR RAB CAT 4/4.5#,FG,18.0,29988.0,20005,50.0,True,PC,both,False
52,WO21016750,20005,1,50008174,600.0,0.0,2021-10-21T00:00:00,2021-10-23T00:00:00,13465,SGH HUND N FLOCKEN DOG 6/4#,FG,24.0,14400.0,20005,36.0,True,PC,both,False
53,WO21016728,20005,1,50008158,1500.0,0.0,2021-10-28T00:00:00,2021-10-28T00:00:00,13465,SGH HB OATMEAL SR DOG 28.5#,FG,28.5,42750.0,20005,40.0,True,PC,both,False
56,WO21009919,20005,1,50006241,3760.0,3065.0,2021-09-04T00:00:00,2021-09-04T00:00:00,4500229476,BBC WILD INDR HB CKN CAT 5/5#,FG,25.0,17375.0,20005,40.0,True,PC,both,False
57,WO21009930,20005,1,50006338,1360.0,1100.0,2021-09-04T00:00:00,2021-09-05T00:00:00,4500229476,BBC WILD WC CKN CAT 5/5#,FG,25.0,6500.0,20005,40.0,True,PC,both,False
62,WO21009844,20005,1,50006311,2016.0,963.0,2021-09-05T00:00:00,2021-09-05T00:00:00,4500229476,BBC TB CKN DOG 5/4#,FG,20.0,21060.0,20005,48.0,True,PC,both,False
63,WO21009846,20005,1,50008658,2590.0,2212.0,2021-09-05T00:00:00,2021-09-06T00:00:00,4500229476,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,7560.0,20005,70.0,True,PC,both,False
77,WO21010532,20005,1,50006063,6960.0,4138.0,2021-09-13T00:00:00,2021-09-13T00:00:00,32019,NVI INS GF SALM CAT 10#,FG,10.0,28220.0,20005,128.0,True,PC,both,False
88,WO21010567,20005,1,50009167,1750.0,906.0,2021-09-14T00:00:00,2021-09-15T00:00:00,32019,NVI RB GF BEEF DOG 10#,FG,10.0,8440.0,20005,128.0,True,PC,both,False
94,WO21016312,20005,1,50006346,720.0,0.0,2021-10-10T00:00:00,2021-10-10T00:00:00,4500233831,BBC FRDM INDR WH FISH CAT 5/5#,FG,25.0,18000.0,20005,40.0,True,PC,both,False
95,WO21010547,20005,1,50009309,730.0,0.0,2021-09-07T00:00:00,2021-09-07T00:00:00,32019,NVI LONG RB CKN CAT 4/3.8#,FG,15.2,11096.0,20005,50.0,True,PC,both,False
98,WO21010578,20005,1,50006091,1900.0,389.0,2021-09-15T00:00:00,2021-09-16T00:00:00,32019,NVI RB GF SB BEEF DOG 4/4#,FG,16.0,24176.0,20005,50.0,True,PC,both,False
99,WO21016327,20005,1,50006340,480.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BASICS SR TURKEY DOG 6/4#,FG,24.0,11520.0,20005,40.0,True,PC,both,False
100,WO21010661,20005,1,50008648,6780.0,1180.0,2021-10-07T00:00:00,2021-10-07T00:00:00,4500229476,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,117600.0,20005,60.0,True,PC,both,False
101,WO21010672,20005,1,50009325,2500.0,2402.0,2021-09-10T00:00:00,2021-09-10T00:00:00,32019,NVI RB GF SR CKN DOG 21#,FG,21.0,2058.0,20005,70.0,True,PC,both,False
102,WO21010674,20005,1,50006040,5050.0,3454.0,2021-09-15T00:00:00,2021-09-16T00:00:00,32019,NVI RB GF SB BEEF DOG 10#,FG,10.0,15960.0,20005,128.0,True,PC,both,False
105,WO21017286,20005,1,50009556,5888.0,0.0,2021-10-30T00:00:00,2021-10-31T00:00:00,4500241006,BBC BB W CKN GRAIN DOG 11#,FG,11.0,64768.0,,0.0,True,PC,both,False
157,WO21017243,20005,1,50006580,7424.0,0.0,2021-10-29T00:00:00,2021-10-29T00:00:00,4500241006,BBC WILD CKN WG PUPPY 11#,FG,11.0,81664.0,20005,128.0,True,PC,both,False
160,WO21016301,20005,1,50009151,128.0,0.0,2021-10-07T00:00:00,2021-10-07T00:00:00,4500213283,BBC TS INDOOR HB CAT 11#,FG,11.0,1408.0,20005,1.0,True,PC,both,False
173,WO21016311,20005,1,50006563,384.0,0.0,2021-10-10T00:00:00,2021-10-10T00:00:00,4500233834,BBC FRDM INDR WH FISH CAT 9.5#,FG,9.5,3648.0,20005,128.0,True,PC,both,False
199,WO21016313,20005,1,50006565,270.0,0.0,2021-10-10T00:00:00,2021-10-10T00:00:00,4500233831,BBC FRDM INDR WH FISH CAT 4/4#,FG,16.0,4320.0,20005,90.0,True,PC,both,False
200,WO21016314,20005,1,50008649,4608.0,0.0,2021-10-09T00:00:00,2021-10-09T00:00:00,4500233831,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,50688.0,20005,128.0,True,PC,both,False
201,WO21016322,20005,1,50006329,9856.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BAS SB TRKY DOG 11#,FG,11.0,108416.0,20005,128.0,True,PC,both,False
207,WO21014588,20005,1,50008167,239.0,114.0,2021-09-29T00:00:00,2021-09-29T00:00:00,13386,SGH GF FIT FAB CKN DOG 6/4#,FG,24.0,3000.0,20005,36.0,True,PC,both,False
208,WO21014593,20005,1,50008172,4093.0,2913.0,2021-09-15T00:00:00,2021-09-20T00:00:00,13386,SGH LAFB GF CKN PUPPY 24#,FG,24.0,28320.0,20005,40.0,True,PC,both,False
234,WO21014582,20005,1,50008160,1008.0,820.0,2021-10-05T00:00:00,2021-10-06T00:00:00,13386,SGH LW GF SALM DOG 6/4#,FG,24.0,4512.0,20005,36.0,True,PC,both,False
235,WO21014602,20005,1,50008187,612.0,0.0,2021-10-07T00:00:00,2021-10-08T00:00:00,13386,SGH MIGHTY MINI SALM DOG 6/4#,FG,24.0,14688.0,20005,36.0,True,PC,both,False
236,WO21014603,20005,1,50008188,3000.0,0.0,2021-10-07T00:00:00,2021-10-08T00:00:00,13386,SGH MIGHTY MINI SALM DOG 11#,FG,11.0,33000.0,20005,96.0,True,PC,both,False
237,WO21014618,20005,1,50008216,600.0,548.0,2021-10-04T00:00:00,2021-10-04T00:00:00,13386,SGH GF FAAF POLLOCK CAT 6/3#,FG,18.0,936.0,20005,36.0,True,PC,both,False
238,WO21014624,20005,1,50008222,700.0,0.0,2021-10-01T00:00:00,2021-10-02T00:00:00,13386,SGH GF LSI INDR CKN CAT 6/3#,FG,18.0,12600.0,20005,36.0,True,PC,both,False
239,WO21014625,20005,1,50008223,1050.0,994.0,2021-10-01T00:00:00,2021-10-02T00:00:00,13386,SGH GF LSI INDR CKN CAT 6/6#,FG,36.0,2016.0,20005,24.0,True,PC,both,False
240,WO21014632,20005,1,50008231,540.0,488.0,2021-10-04T00:00:00,2021-10-05T00:00:00,13386,SGH GF IM POLLOCK CAT 6/3#,FG,18.0,936.0,20005,36.0,True,PC,both,False
241,WO21014633,20005,1,50008232,312.0,72.0,2021-10-04T00:00:00,2021-10-05T00:00:00,13386,SGH GF IM POLLOCK CAT 6/6#,FG,36.0,8640.0,20005,24.0,True,PC,both,False
242,WO21014639,20005,1,50008981,2520.0,0.0,2021-10-07T00:00:00,2021-10-07T00:00:00,13386,SGH NB HNF CKN DOG 24#,FG,24.0,60480.0,20005,40.0,True,PC,both,False
243,WO21014640,20005,1,50008984,2520.0,178.0,2021-10-07T00:00:00,2021-10-07T00:00:00,13386,SGH NB HNF LAMB DOG 6/4#,FG,24.0,56208.0,20005,36.0,True,PC,both,False
249,WO21016318,20005,1,50006242,12544.0,0.0,2021-10-10T00:00:00,2021-10-10T00:00:00,4500233831,BBC WILD INDR HB CKN CAT 11#,FG,11.0,137984.0,20005,128.0,True,PC,both,False
250,WO21016319,20005,1,50006241,4400.0,0.0,2021-10-10T00:00:00,2021-10-10T00:00:00,4500233831,BBC WILD INDR HB CKN CAT 5/5#,FG,25.0,110000.0,20005,40.0,True,PC,both,False
251,WO21016320,20005,1,50006332,4740.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233831,BBC BAS HW TRKY DOG 24#,FG,24.0,113760.0,20005,60.0,True,PC,both,False
252,WO21016321,20005,1,50006485,512.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BAS SB TRKY DOG 4.9KG E/F,FG,10.803,5531.0,20005,128.0,True,PC,both,False
259,WO21016302,20005,1,50009150,1920.0,0.0,2021-10-09T00:00:00,2021-10-09T00:00:00,4500229476,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,40320.0,20005,1.0,True,PC,both,False
267,WO21014742,20005,1,50008229,6862.0,4694.0,2021-10-03T00:00:00,2021-10-03T00:00:00,13386,SGH KNF LAMB CAT 12#,FG,12.0,26016.0,20005,88.0,True,PC,both,False
274,WO21014817,20005,1,50008959,1800.0,0.0,2021-09-14T00:00:00,2021-09-19T00:00:00, ,NBP ULT GF IND CKN CAT 5/6#,FG,30.0,54000.0,20005,36.0,True,PC,both,False
275,WO21016323,20005,1,50006328,2320.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BAS SB TRKY DOG 6/4#,FG,24.0,55680.0,20005,40.0,True,PC,both,False
378,WO21017672,20005,1,50000798,4079.0,0.0,2021-10-27T00:00:00,2021-11-01T00:00:00,PO077557,MER CLASSIC BEEF AG DOG 12#,FG,12.0,48948.0,20005,42.0,True,PC,both,False
379,WO21017674,20005,1,50000802,8782.0,0.0,2021-10-27T00:00:00,2021-11-01T00:00:00,PO077557,MER CLASSIC BEEF AG DOG 25#,FG,25.0,219550.0,20005,35.0,True,PC,both,False
380,WO21017676,20005,1,50009181,9063.0,0.0,2021-10-27T00:00:00,2021-11-01T00:00:00,PO077557,MER CLASSIC BEEF AG DOG 33#,FG,33.0,299079.0,20005,35.0,True,PC,both,False
381,WO21017677,20005,1,50000795,2195.0,0.0,2021-10-27T00:00:00,2021-11-01T00:00:00,PO077557,MER CLASSIC BEEF AG DOG 6/4#,FG,24.0,52680.0,20005,24.0,True,PC,both,False
382,WO21017679,20005,1,50005458,1904.0,0.0,2021-10-27T00:00:00,2021-11-01T00:00:00,PO077557,MER PRI GF SB GRF BEEF K9 5/4#,FG,20.0,38080.0,20005,50.0,True,PC,both,False
390,WO21017141,20005,1,50009450,9600.0,0.0,2021-10-31T00:00:00,2021-11-01T00:00:00,4500241006,BBC BB W SLM GRAIN DOG 24#,FG,24.0,230400.0,,0.0,True,PC,both,False
391,WO21017142,20005,1,50009557,2156.0,0.0,2021-10-31T00:00:00,2021-11-01T00:00:00,4500241006,BBC BB W SLM GRAIN DOG 3/4.5#,FG,13.5,29106.0,,0.0,True,PC,both,False
418,WO21016753,20005,1,50008177,1500.0,0.0,2021-10-19T00:00:00,2021-10-20T00:00:00,13465,SGH WEE BIT BISON SB DOG 6/4#,FG,24.0,36000.0,20005,36.0,True,PC,both,False
419,WO21016754,20005,1,50008178,6000.0,0.0,2021-10-19T00:00:00,2021-10-20T00:00:00,13465,SGH WEE BIT BISON SB DOG 12#,FG,12.0,72000.0,20005,88.0,True,PC,both,False
426,WO21016761,20005,1,50008180,1100.0,0.0,2021-10-24T00:00:00,2021-10-24T00:00:00,13465,SGH GF MGTY MINI CKN DOG 6/4#,FG,24.0,26400.0,20005,36.0,True,PC,both,False
427,WO21016762,20005,1,50008181,4800.0,0.0,2021-10-24T00:00:00,2021-10-24T00:00:00,13465,SGH GF MGTY MINI CKN DOG 11#,FG,11.0,52800.0,20005,96.0,True,PC,both,False
428,WO21016766,20005,1,50008192,100.0,0.0,2021-10-19T00:00:00,2021-10-19T00:00:00,13465,SGH BARKING ATM BEEF DOG 6/4#,FG,24.0,2400.0,20005,36.0,True,PC,both,False
429,WO21016772,20005,1,50008198,3000.0,0.0,2021-10-21T00:00:00,2021-10-21T00:00:00,13465,SGH BUCK WILD VENISON DOG 24#,FG,24.0,72000.0,20005,40.0,True,PC,both,False
430,WO21016776,20005,1,50008202,1700.0,0.0,2021-10-25T00:00:00,2021-10-25T00:00:00,13465,SGH SUN DANCER CKN DOG 24#,FG,24.0,40800.0,20005,40.0,True,PC,both,False
431,WO21016782,20005,1,50008205,10000.0,0.0,2021-10-20T00:00:00,2021-10-20T00:00:00,13465,SGH WOLF KING BISON DOG 24#,FG,24.0,240000.0,20005,40.0,True,PC,both,False
432,WO21016783,20005,1,50008208,2800.0,0.0,2021-10-20T00:00:00,2021-10-21T00:00:00,13465,SGH WOLF CUB BISON PUPPY 24#,FG,24.0,67200.0,20005,40.0,True,PC,both,False
433,WO21016786,20005,1,50008209,700.0,0.0,2021-10-25T00:00:00,2021-10-26T00:00:00,13465,SGH GF IND MOON CKN CAT 6/3#,FG,18.0,12600.0,20005,36.0,True,PC,both,False
434,WO21016790,20005,1,50008210,200.0,0.0,2021-10-25T00:00:00,2021-10-26T00:00:00,13465,SGH GF IND MOON CKN CAT 6/6#,FG,36.0,7200.0,20005,24.0,True,PC,both,False
448,WO21016641,20005,1,50008964,2520.0,0.0,2021-10-07T00:00:00,2021-10-12T00:00:00, ,NBP ULT GF ALS CKN CAT 15#,FG,15.0,37800.0,20005,84.0,True,PC,both,False
492,WO21016793,20005,1,50008211,14000.0,0.0,2021-10-25T00:00:00,2021-10-26T00:00:00,13465,SGH GF IND MOON CKN CAT 12#,FG,12.0,168000.0,20005,88.0,True,PC,both,False
493,WO21016797,20005,1,50008216,100.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH GF FAAF POLLOCK CAT 6/3#,FG,18.0,1800.0,20005,36.0,True,PC,both,False
494,WO21016799,20005,1,50008217,250.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH GF FAAF POLLOCK CAT 6/6#,FG,36.0,9000.0,20005,24.0,True,PC,both,False
495,WO21016801,20005,1,50008218,4200.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH GF FAAF POLLOCK CAT 12#,FG,12.0,50400.0,20005,88.0,True,PC,both,False
496,WO21016805,20005,1,50008220,1150.0,0.0,2021-10-24T00:00:00,2021-10-24T00:00:00,13465,SGH GF TOH CKN KITTEN 6/6#,FG,36.0,41400.0,20005,24.0,True,PC,both,False
498,WO21016810,20005,1,50008226,600.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH GF LSI INDR SALM CAT 6/6#,FG,36.0,21600.0,20005,24.0,True,PC,both,False
499,WO21016812,20005,1,50008227,1550.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH GF LSI INDR SALM CAT 12#,FG,12.0,18600.0,20005,88.0,True,PC,both,False
500,WO21016814,20005,1,50008229,5400.0,0.0,2021-10-23T00:00:00,2021-10-23T00:00:00,13465,SGH KNF LAMB CAT 12#,FG,12.0,64800.0,20005,88.0,True,PC,both,False
509,WO21016303,20005,1,50008649,12928.0,0.0,2021-10-08T00:00:00,2021-10-09T00:00:00,4500229476,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,142208.0,20005,128.0,True,PC,both,False
510,WO21016304,20005,1,50006339,896.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233831,BBC WILD WC CKN CAT 11#,FG,11.0,9856.0,20005,128.0,True,PC,both,False
511,WO21016305,20005,1,50006533,512.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC WILD WC CKN CAT 9.5#,FG,9.5,4864.0,20005,128.0,True,PC,both,False
512,WO21016306,20005,1,50006338,880.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233831,BBC WILD WC CKN CAT 5/5#,FG,25.0,22000.0,20005,40.0,True,PC,both,False
513,WO21016307,20005,1,50006534,180.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC WILD WC CKN CAT 4/4#,FG,16.0,2880.0,20005,90.0,True,PC,both,False
558,WO21016638,20005,1,50008961,720.0,0.0,2021-10-07T00:00:00,2021-10-12T00:00:00, ,NBP ULT GF SR CKN CAT 5/6#,FG,30.0,21600.0,20005,36.0,True,PC,both,False
569,WO21016308,20005,1,50006478,80.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233831,BBC WILD WC CKN CAT 5/2.2KG EN,FG,24.251,1940.0,20005,40.0,True,PC,both,False
570,WO21016309,20005,1,50006345,9088.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233831,BBC FRDM INDR CKN CAT 11#,FG,11.0,99968.0,20005,128.0,True,PC,both,False
571,WO21016310,20005,1,50006347,1280.0,0.0,2021-10-10T00:00:00,2021-10-10T00:00:00,4500233831,BBC FRDM INDR WH FISH CAT 11#,FG,11.0,14080.0,20005,128.0,True,PC,both,False
612,WO21017139,20005,1,50009555,2352.0,0.0,2021-10-30T00:00:00,2021-10-31T00:00:00,4500241006,BBC WILD AD CKN DOG 3/4.5LB,FG,13.5,31752.0,,0.0,True,PC,both,False
633,WO21017138,20005,1,50009449,16500.0,0.0,2021-10-30T00:00:00,2021-10-31T00:00:00,4500241006,BBC BB W CKN GRAIN DOG 24#,FG,24.0,396000.0,,0.0,True,PC,both,False
660,WO21016324,20005,1,50006486,80.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BAS SB TKY DOG 6/1.8KG E/F,FG,23.81,1905.0,20005,40.0,True,PC,both,False
661,WO21016325,20005,1,50006341,5580.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BASICS SR TURKEY DOG 24#,FG,24.0,133920.0,20005,60.0,True,PC,both,False
662,WO21016326,20005,1,50006487,300.0,0.0,2021-10-12T00:00:00,2021-10-12T00:00:00,4500233831,BBC BAS SR TRKY DOG 10.9KG E/F,FG,24.03,7209.0,20005,60.0,True,PC,both,False
663,WO21017244,20005,1,50006581,10080.0,0.0,2021-10-29T00:00:00,2021-10-29T00:00:00,4500241006,BBC WILD CKN WG PUPPY 24#,FG,24.0,241920.0,20005,60.0,True,PC,both,False
664,WO21017245,20005,1,50006585,3038.0,0.0,2021-10-30T00:00:00,2021-10-30T00:00:00,4500241301,BBC WILD SB CKN WG DOG 3/4.5#,FG,13.5,41013.0,20005,98.0,True,PC,both,False
679,WO21016726,20005,1,50008156,70.0,0.0,2021-10-28T00:00:00,2021-10-28T00:00:00,13465,SGH HB OATMEAL SR DOG 6/4#,FG,24.0,1680.0,20005,36.0,True,PC,both,False
680,WO21016727,20005,1,50008157,900.0,0.0,2021-10-28T00:00:00,2021-10-28T00:00:00,13465,SGH HB OATMEAL SR DOG 15#,FG,15.0,13500.0,20005,80.0,True,PC,both,False
681,WO21016748,20005,1,50008172,2400.0,0.0,2021-10-24T00:00:00,2021-10-25T00:00:00,13465,SGH LAFB GF CKN PUPPY 24#,FG,24.0,57600.0,20005,40.0,True,PC,both,False
682,WO21016749,20005,1,50008173,3000.0,0.0,2021-10-19T00:00:00,2021-10-19T00:00:00,13465,SGH MMILLENNIA BEEF DOG 28.5#,FG,28.5,85500.0,20005,40.0,True,PC,both,False
688,WO21016612,20005,1,50006014,2970.0,0.0,2021-10-17T00:00:00,2021-10-18T00:00:00,32777,NVI INS BN BEEF DOG 25#,FG,25.0,74250.0,20005,60.0,True,PC,both,False
689,WO21016613,20005,1,50006017,4980.0,0.0,2021-10-17T00:00:00,2021-10-17T00:00:00,32777,NVI INS BN LAMB DOG 24#,FG,24.0,119520.0,20005,60.0,True,PC,both,False
690,WO21016614,20005,1,50006026,7400.0,0.0,2021-10-16T00:00:00,2021-10-16T00:00:00,32777,NVI RB GF SALM DOG 19#,FG,19.0,140600.0,20005,70.0,True,PC,both,False
693,WO21016610,20005,1,50006020,9430.0,0.0,2021-10-16T00:00:00,2021-10-17T00:00:00,32777,NVI INS BN SALM DOG 24#,FG,24.0,226320.0,20005,60.0,True,PC,both,False
694,WO21016611,20005,1,50006067,350.0,0.0,2021-10-17T00:00:00,2021-10-18T00:00:00,32777,NVI INS BN BEEF DOG 4/4.5#,FG,18.0,6300.0,20005,50.0,True,PC,both,False
695,WO21016615,20005,1,50009174,6930.0,0.0,2021-10-13T00:00:00,2021-10-14T00:00:00,32777,NVI INS GF CKN DOG 22.5#,FG,22.5,155925.0,20005,70.0,True,PC,both,False
696,WO21016639,20005,1,50008962,1680.0,0.0,2021-10-07T00:00:00,2021-10-12T00:00:00, ,NBP ULT GF SR CKN CAT 15#,FG,15.0,25200.0,20005,84.0,True,PC,both,False
697,WO21016616,20005,1,50009315,600.0,0.0,2021-10-13T00:00:00,2021-10-14T00:00:00,32777,NVI LONG RB CKN DOG 4/3.8LB,FG,15.2,9120.0,20005,50.0,True,PC,both,False
698,WO21016617,20005,1,50009572,1070.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,32777,NVI LONGEVITY CKN DOG 40#,FG,40.0,42800.0,,0.0,True,PC,both,False
699,WO21016618,20005,1,50009172,3860.0,0.0,2021-10-14T00:00:00,2021-10-15T00:00:00,32777,NVI RB GF CKN PUPPY 4/4#,FG,16.0,61760.0,20005,50.0,True,PC,both,False
700,WO21016619,20005,1,50009165,8500.0,0.0,2021-10-14T00:00:00,2021-10-15T00:00:00,32777,NVI RB GF CKN PUPPY 10#,FG,10.0,85000.0,20005,128.0,True,PC,both,False
701,WO21016620,20005,1,50009163,18380.0,0.0,2021-10-18T00:00:00,2021-10-19T00:00:00,32777,NVI RB GF BEEF DOG 20#,FG,20.0,367600.0,20005,70.0,True,PC,both,False
702,WO21016621,20005,1,50009334,16570.0,0.0,2021-10-15T00:00:00,2021-10-15T00:00:00,32777,NVI INS GF KITTEN CKN 4/4.5#,FG,18.0,298260.0,20005,50.0,True,PC,both,False
703,WO21016622,20005,1,50009306,200.0,0.0,2021-10-15T00:00:00,2021-10-15T00:00:00,32777,NVI LONG RB CKN KITTEN 4/3.8#,FG,15.2,3040.0,20005,50.0,True,PC,both,False
704,WO21016623,20005,1,50009329,4600.0,0.0,2021-10-16T00:00:00,2021-10-16T00:00:00,32777,NVI INS GF CKN CAT 4/5#,FG,20.0,92000.0,20005,50.0,True,PC,both,False
705,WO21016624,20005,1,50009309,250.0,0.0,2021-10-16T00:00:00,2021-10-16T00:00:00,32777,NVI LONG RB CKN CAT 4/3.8#,FG,15.2,3800.0,20005,50.0,True,PC,both,False
706,WO21016625,20005,1,50009573,140.0,0.0,2021-10-16T00:00:00,2021-10-16T00:00:00,32777,NVI LONGEVITY CKN CAT 40#,FG,40.0,5600.0,,0.0,True,PC,both,False
707,WO21016751,20005,1,50008176,17000.0,0.0,2021-10-21T00:00:00,2021-10-23T00:00:00,13465,SGH HUND N FLOCKEN DOG 28.5#,FG,28.5,484500.0,20005,40.0,True,PC,both,False
708,WO21016768,20005,1,50008194,4200.0,0.0,2021-10-19T00:00:00,2021-10-19T00:00:00,13465,SGH BARKING ATM BEEF DOG 24#,FG,24.0,100800.0,20005,40.0,True,PC,both,False
709,WO21016771,20005,1,50008196,1667.0,0.0,2021-10-23T00:00:00,2021-10-23T00:00:00,13465,SGH SUN GF LAMB DOG 24#,FG,24.0,40008.0,20005,40.0,True,PC,both,False
721,WO21016745,20005,1,50008168,4500.0,0.0,2021-10-24T00:00:00,2021-10-24T00:00:00,13465,SGH GF FIT FAB CKN DOG 24#,FG,24.0,108000.0,20005,40.0,True,PC,both,False
722,WO21016746,20005,1,50008171,500.0,0.0,2021-10-24T00:00:00,2021-10-25T00:00:00,13465,SGH LAFB GF CKN PUPPY 6/4#,FG,24.0,12000.0,20005,36.0,True,PC,both,False
726,WO21016738,20005,1,50008160,500.0,0.0,2021-10-27T00:00:00,2021-10-27T00:00:00,13465,SGH LW GF SALM DOG 6/4#,FG,24.0,12000.0,20005,36.0,True,PC,both,False
727,WO21016739,20005,1,50008161,14000.0,0.0,2021-10-27T00:00:00,2021-10-27T00:00:00,13465,SGH LW GF SALM DOG 22#,FG,22.0,308000.0,20005,40.0,True,PC,both,False
728,WO21016740,20005,1,50008162,200.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH FIT FAB POLLOCK DOG 6/4#,FG,24.0,4800.0,20005,36.0,True,PC,both,False
729,WO21016742,20005,1,50008163,4200.0,0.0,2021-10-26T00:00:00,2021-10-26T00:00:00,13465,SGH FIT FAB POLLOCK DOG 24#,FG,24.0,100800.0,20005,40.0,True,PC,both,False
730,WO21016743,20005,1,50008164,200.0,0.0,2021-10-23T00:00:00,2021-10-23T00:00:00,13465,SGH SC CKN AND BR DOG 6/4#,FG,24.0,4800.0,20005,36.0,True,PC,both,False
731,WO21016744,20005,1,50008166,4000.0,0.0,2021-10-23T00:00:00,2021-10-23T00:00:00,13465,SGH SC CKN AND BR DOG 28.5#,FG,28.5,114000.0,20005,40.0,True,PC,both,False
782,SON21000761,20005,1,50006303,128.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BASICS TURKEY DOG 11#,FG,11.0,1408.0,20005,128.0,True,PC,both,False
783,SON21000761,20005,1,50006304,300.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BASICS TURKEY DOG 24#,FG,24.0,7200.0,20005,60.0,True,PC,both,False
784,SON21000761,20005,1,50006328,120.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS SB TRKY DOG 6/4#,FG,24.0,2880.0,20005,40.0,True,PC,both,False
785,SON21000761,20005,1,50006329,768.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS SB TRKY DOG 11#,FG,11.0,8448.0,20005,128.0,True,PC,both,False
786,SON21000761,20005,1,50006331,40.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS HW TRKY DOG 6/4#,FG,24.0,960.0,20005,40.0,True,PC,both,False
787,SON21000761,20005,1,50006332,1140.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS HW TRKY DOG 24#,FG,24.0,27360.0,20005,60.0,True,PC,both,False
788,SON21000761,20005,1,50006340,120.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BASICS SR TURKEY DOG 6/4#,FG,24.0,2880.0,20005,40.0,True,PC,both,False
789,SON21000761,20005,1,50006341,660.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BASICS SR TURKEY DOG 24#,FG,24.0,15840.0,20005,60.0,True,PC,both,False
790,SON21000761,20005,1,50006430,1152.0,952.0,2021-09-24T00:00:00,2021-09-24T00:00:00,4500213283,BBC SS CKN AND BR CAT 10#,FG,10.0,2000.0,20005,128.0,True,PC,both,False
791,SON21000761,20005,1,50006481,594.0,0.0,2021-05-31T00:00:00,2021-05-31T00:00:00,4500213283,BBC BAS HW TRKY DOG 10.9KG E/F,FG,24.03,14274.0,20005,60.0,True,PC,both,False
