,WorkOrderNumber,Facility,OrderStatus,ItemNumber,PlannedQuantity,CompletedQuantity,PlannedStart,PlannedEnd,PONumber,Description,CategoryCode,ItemWeight,Demand quantity (pounds),ItemFacility,BalesPerPallet,in_breakout,Model plant,_merge,is_able
1294,SON21002984,20005,1,50008210,750.0,636.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH GF IND MOON CKN CAT 6/6#,FG,36.0,4104.0,20005,24.0,True,PC,both,False
1295,SON21002984,20005,1,50008214,1000.0,896.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH GF WT QUAIL CAT 6/6#,FG,36.0,3744.0,20005,24.0,True,PC,both,False
1296,SON21002984,20005,1,50008232,150.0,120.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH GF IM POLLOCK CAT 6/6#,FG,36.0,1080.0,20005,24.0,True,PC,both,False
1297,SON21002984,20005,1,50008233,2400.0,2024.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH GF IM POLLOCK CAT 12#,FG,12.0,4512.0,20005,88.0,True,PC,both,False
1298,SON21002984,20005,1,50008982,300.0,259.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH NB HNF BEEF DOG 6/4#,FG,24.0,984.0,20005,36.0,True,PC,both,False
1299,SON21002984,20005,1,50008980,300.0,166.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH NB HNF CKN DOG 6/4#,FG,24.0,3216.0,20005,36.0,True,PC,both,False
1300,SON21002984,20005,1,50008981,1800.0,1760.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH NB HNF CKN DOG 24#,FG,24.0,960.0,20005,40.0,True,PC,both,False
1301,SON21002984,20005,1,50009045,1400.0,1282.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH NB KNF LAMB CAT 6/4#,FG,24.0,2832.0,20005,36.0,True,PC,both,False
1302,SON21002984,20005,1,50009046,6000.0,4896.0,2021-09-03T00:00:00,2021-09-03T00:00:00,13307,SGH NB KNF LAMB CAT 11#,FG,11.0,12144.0,20005,96.0,True,PC,both,False
1343,SON21003688,20005,1,50008975,3334.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC CKN DUCK QUAIL CAT 6/2#,FG,12.0,40008.0,20005,70.0,True,PC,both,False
1344,SON21003688,20005,1,50008976,3334.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC CKN DUCK QUAIL CAT 6/4#,FG,24.0,80016.0,20005,50.0,True,PC,both,False
1345,SON21003688,20005,1,50008977,8000.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC CKN DUCK QUAIL CAT 10#,FG,10.0,80000.0,20005,70.0,True,PC,both,False
1346,SON21003688,20005,1,50008972,3000.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC SALM WF PUMP CAT 6/2#,FG,12.0,36000.0,20005,70.0,True,PC,both,False
1347,SON21003688,20005,1,50008973,2667.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC SALM WF PUMP CAT 6/4#,FG,24.0,64008.0,20005,50.0,True,PC,both,False
1348,SON21003688,20005,1,50008974,6000.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC SALM WF PUMP CAT 10#,FG,10.0,60000.0,20005,70.0,True,PC,both,False
1349,SON21003688,20005,1,50008969,1834.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC BEEF RABBIT PUMP CAT 6/2#,FG,12.0,22008.0,20005,70.0,True,PC,both,False
1350,SON21003688,20005,1,50008970,2000.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC BEEF RABBIT PUMP CAT 6/4#,FG,24.0,48000.0,20005,50.0,True,PC,both,False
1351,SON21003688,20005,1,50008971,9000.0,0.0,2021-11-15T00:00:00,2021-11-15T00:00:00,01025,NEC BEEF RABBIT PUMP CAT 10#,FG,10.0,90000.0,20005,70.0,True,PC,both,False
1369,SON21003784,20005,1,50006020,4570.0,4337.0,2021-09-16T00:00:00,2021-09-16T00:00:00,31745,NVI INS BN SALM DOG 24#,FG,24.0,5592.0,20005,60.0,True,PC,both,False
1370,SON21003784,20005,1,50006049,20790.0,12840.0,2021-09-24T00:00:00,2021-09-24T00:00:00,31745,NVI INS GF ULT CKN CAT 10#,FG,10.0,79500.0,20005,104.0,True,PC,both,False
1371,SON21003784,20005,1,50006108,1950.0,1800.0,2021-09-16T00:00:00,2021-09-16T00:00:00,31745,NVI INS GF ULT CKN CAT 4/4#,FG,16.0,2400.0,20005,50.0,True,PC,both,False
1372,SON21003784,20005,1,50009163,22000.0,19987.0,2021-09-16T00:00:00,2021-09-16T00:00:00,31745,NVI RB GF BEEF DOG 20#,FG,20.0,40260.0,20005,70.0,True,PC,both,False
1395,SON21003784,20005,1,50006078,1080.0,981.0,2021-09-16T00:00:00,2021-09-16T00:00:00,31745,NVI RB BN SALM DOG 4/4.5#,FG,18.0,1782.0,20005,50.0,True,PC,both,False
1396,SON21003784,20005,1,50006019,2190.0,0.0,2021-09-24T00:00:00,2021-09-24T00:00:00,31745,NVI RB BN SALM DOG 20#,FG,20.0,43800.0,20005,60.0,True,PC,both,False
1397,SON21003784,20005,1,50006077,430.0,0.0,2021-09-24T00:00:00,2021-09-24T00:00:00,31745,NVI RB BN LAMB DOG 4/4.5#,FG,18.0,7740.0,20005,50.0,True,PC,both,False
1402,SOE21003810,20005,1,50000370,504.0,0.0,2021-10-20T00:00:00,2021-10-20T00:00:00,618055,PVI PU GF FH BEEF DOG 3/5#,FG,15.0,7560.0,20005,42.0,True,PC,both,False
1403,SOE21003810,20005,1,50000386,770.0,0.0,2021-10-20T00:00:00,2021-10-20T00:00:00,618055,PVI LID VENISON DOG 13.2#,FG,13.2,10164.0,20005,63.0,True,PC,both,False
1407,SOE21004023,20005,1,50000385,504.0,0.0,2021-10-13T00:00:00,2021-10-13T00:00:00,626182,PVI LID VENISON DOG 3/5#,FG,15.0,7560.0,20005,42.0,True,PC,both,False
1408,SOE21004023,20005,1,50000387,1575.0,0.0,2021-10-13T00:00:00,2021-10-13T00:00:00,626182,PVI LID VENISON DOG 26#,FG,26.0,40950.0,20005,35.0,True,PC,both,False
1417,SON21004486,20005,1,50006347,640.0,484.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229476,BBC FRDM INDR WH FISH CAT 11#,FG,11.0,1716.0,20005,128.0,True,PC,both,False
1418,SON21004486,20005,1,50008659,384.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229476,BBC TS BEST LIFE ADULT DOG 11#,FG,11.0,4224.0,20005,128.0,True,PC,both,False
1419,SON21004486,20005,1,50008653,640.0,384.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229476,BBC TS S M ADLT CKN DOG 11#,FG,11.0,2816.0,20005,128.0,True,PC,both,False
1421,SON21004489,20005,1,50006311,720.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229482,BBC TB CKN DOG 5/4#,FG,20.0,14400.0,20005,48.0,True,PC,both,False
1422,SON21004489,20005,1,50006338,680.0,470.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229482,BBC WILD WC CKN CAT 5/5#,FG,25.0,5250.0,20005,40.0,True,PC,both,False
1423,SON21004489,20005,1,50008659,1152.0,512.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229482,BBC TS BEST LIFE ADULT DOG 11#,FG,11.0,7040.0,20005,128.0,True,PC,both,False
1424,SON21004489,20005,1,50008654,490.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229482,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,9800.0,20005,70.0,True,PC,both,False
1425,SON21004489,20005,1,50008655,1536.0,1000.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229482,BBC TS TF ADLT CKN DOG 11#,FG,11.0,5896.0,20005,128.0,True,PC,both,False
1426,SON21004489,20005,1,50008648,2700.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229482,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,56700.0,20005,60.0,True,PC,both,False
1427,SON21004489,20005,1,50008649,6272.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229482,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,68992.0,20005,128.0,True,PC,both,False
1428,SON21004489,20005,1,50009150,1140.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229482,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,23940.0,20005,1.0,True,PC,both,False
1431,SON21004498,20005,1,50006241,720.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229488,BBC WILD INDR HB CKN CAT 5/5#,FG,25.0,18000.0,20005,40.0,True,PC,both,False
1432,SON21004498,20005,1,50006339,896.0,768.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229488,BBC WILD WC CKN CAT 11#,FG,11.0,1408.0,20005,128.0,True,PC,both,False
1433,SON21004498,20005,1,50008658,560.0,0.0,2021-10-08T00:00:00,2021-10-08T00:00:00,4500229488,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,11200.0,20005,70.0,True,PC,both,False
1434,SON21004498,20005,1,50008648,1320.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229488,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,27720.0,20005,60.0,True,PC,both,False
1435,SON21004498,20005,1,50008649,2560.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229488,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,28160.0,20005,128.0,True,PC,both,False
1436,SON21004498,20005,1,50009150,360.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229488,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,7560.0,20005,1.0,True,PC,both,False
1437,SON21004494,20005,1,50008658,980.0,386.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500229485,BBC TS BEST LIFE ADLT DOG 5/4#,FG,20.0,11880.0,20005,70.0,True,PC,both,False
1438,SON21004494,20005,1,50008659,512.0,160.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500229485,BBC TS BEST LIFE ADULT DOG 11#,FG,11.0,3872.0,20005,128.0,True,PC,both,False
1439,SON21004494,20005,1,50008652,490.0,280.0,2021-10-26T00:00:00,2021-10-26T00:00:00,4500229485,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,4200.0,20005,70.0,True,PC,both,False
1440,SON21004494,20005,1,50008648,1800.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229485,BBC TS FAB FLN CKN CAT 6/3.5#,FG,21.0,37800.0,20005,60.0,True,PC,both,False
1441,SON21004494,20005,1,50008649,3072.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229485,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,33792.0,20005,128.0,True,PC,both,False
1442,SON21004494,20005,1,50009150,360.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500229485,BBC TS INDOOR HB CAT 6/3.5#,FG,21.0,7560.0,20005,1.0,True,PC,both,False
1541,SON21005295,20005,1,50008156,400.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH HB OATMEAL SR DOG 6/4#,FG,24.0,9600.0,20005,36.0,True,PC,both,False
1542,SON21005295,20005,1,50008157,2000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH HB OATMEAL SR DOG 15#,FG,15.0,30000.0,20005,80.0,True,PC,both,False
1543,SON21005295,20005,1,50008158,4500.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH HB OATMEAL SR DOG 28.5#,FG,28.5,128250.0,20005,40.0,True,PC,both,False
1544,SON21005295,20005,1,50008161,12000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH LW GF SALM DOG 22#,FG,22.0,264000.0,20005,40.0,True,PC,both,False
1545,SON21005295,20005,1,50008968,48.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH LW GF SALM DOG 44#,FG,44.0,2112.0,20005,24.0,True,PC,both,False
1546,SON21005295,20005,1,50008162,400.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH FIT FAB POLLOCK DOG 6/4#,FG,24.0,9600.0,20005,36.0,True,PC,both,False
1547,SON21005295,20005,1,50008163,6000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH FIT FAB POLLOCK DOG 24#,FG,24.0,144000.0,20005,40.0,True,PC,both,False
1548,SON21005295,20005,1,50008166,1500.0,1400.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH SC CKN AND BR DOG 28.5#,FG,28.5,2850.0,20005,40.0,True,PC,both,False
1549,SON21005295,20005,1,50008169,700.0,658.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF YAH SR CKN DOG 6/4#,FG,24.0,1008.0,20005,36.0,True,PC,both,False
1550,SON21005295,20005,1,50008171,2207.0,2133.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH LAFB GF CKN PUPPY 6/4#,FG,24.0,1776.0,20005,36.0,True,PC,both,False
1551,SON21005295,20005,1,50008174,668.0,632.0,2021-09-22T00:00:00,2021-09-22T00:00:00,13386,SGH HUND N FLOCKEN DOG 6/4#,FG,24.0,864.0,20005,36.0,True,PC,both,False
1552,SON21005295,20005,1,50008176,14000.0,12889.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH HUND N FLOCKEN DOG 28.5#,FG,28.5,31664.0,20005,40.0,True,PC,both,False
1553,SON21005295,20005,1,50008177,1700.0,1392.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH WEE BIT BISON SB DOG 6/4#,FG,24.0,7392.0,20005,36.0,True,PC,both,False
1554,SON21005295,20005,1,50008181,11000.0,10163.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF MGTY MINI CKN DOG 11#,FG,11.0,9207.0,20005,96.0,True,PC,both,False
1555,SON21005295,20005,1,50008184,3000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF MIGHTY MINI LAMB K9 11#,FG,11.0,33000.0,20005,96.0,True,PC,both,False
1556,SON21005295,20005,1,50008832,96.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF MIGHTY MINI LAMB K9 44#,FG,44.0,4224.0,20005,24.0,True,PC,both,False
1557,SON21005295,20005,1,50008195,100.0,0.0,2021-09-22T00:00:00,2021-09-22T00:00:00,13386,SGH SUN GF LAMB DOG 6/4#,FG,24.0,2400.0,20005,36.0,True,PC,both,False
1558,SON21005295,20005,1,50008196,1600.0,0.0,2021-09-22T00:00:00,2021-09-22T00:00:00,13386,SGH SUN GF LAMB DOG 24#,FG,24.0,38400.0,20005,40.0,True,PC,both,False
1559,SON21005295,20005,1,50008198,6000.0,5955.0,2021-09-22T00:00:00,2021-09-22T00:00:00,13386,SGH BUCK WILD VENISON DOG 24#,FG,24.0,1080.0,20005,40.0,True,PC,both,False
1560,SON21005295,20005,1,50008204,1500.0,638.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH WOLF KING BISON DOG 12#,FG,12.0,10344.0,20005,88.0,True,PC,both,False
1561,SON21005295,20005,1,50008205,15000.0,14831.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH WOLF KING BISON DOG 24#,FG,24.0,4056.0,20005,40.0,True,PC,both,False
1562,SON21005295,20005,1,50008207,150.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH WOLF CUB BISON PUPPY 6/4#,FG,24.0,3600.0,20005,36.0,True,PC,both,False
1563,SON21005295,20005,1,50008208,6000.0,5705.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH WOLF CUB BISON PUPPY 24#,FG,24.0,7080.0,20005,40.0,True,PC,both,False
1564,SON21005295,20005,1,50008209,2000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF IND MOON CKN CAT 6/3#,FG,18.0,36000.0,20005,36.0,True,PC,both,False
1565,SON21005295,20005,1,50008210,1800.0,1512.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF IND MOON CKN CAT 6/6#,FG,36.0,10368.0,20005,24.0,True,PC,both,False
1566,SON21005295,20005,1,50008213,1000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF WT QUAIL CAT 6/3#,FG,18.0,18000.0,20005,36.0,True,PC,both,False
1567,SON21005295,20005,1,50008214,1700.0,800.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF WT QUAIL CAT 6/6#,FG,36.0,32400.0,20005,24.0,True,PC,both,False
1568,SON21005295,20005,1,50008217,1000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF FAAF POLLOCK CAT 6/6#,FG,36.0,36000.0,20005,24.0,True,PC,both,False
1569,SON21005295,20005,1,50008218,6000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF FAAF POLLOCK CAT 12#,FG,12.0,72000.0,20005,88.0,True,PC,both,False
1570,SON21005295,20005,1,50008219,48.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF FAAF POLLOCK CAT 44#,FG,44.0,2112.0,20005,24.0,True,PC,both,False
1571,SON21005295,20005,1,50008220,1000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF TOH CKN KITTEN 6/6#,FG,36.0,36000.0,20005,24.0,True,PC,both,False
1572,SON21005295,20005,1,50008224,10200.0,2464.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF LSI INDR CKN CAT 12#,FG,12.0,92832.0,20005,88.0,True,PC,both,False
1573,SON21005295,20005,1,50008793,144.0,85.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF LSI INDR CKN CAT 44#,FG,44.0,2596.0,20005,24.0,True,PC,both,False
1574,SON21005295,20005,1,50008226,1100.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF LSI INDR SALM CAT 6/6#,FG,36.0,39600.0,20005,24.0,True,PC,both,False
1575,SON21005295,20005,1,50008227,2100.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF LSI INDR SALM CAT 12#,FG,12.0,25200.0,20005,88.0,True,PC,both,False
1576,SON21005295,20005,1,50008792,144.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH GF LSI INDR SALM CAT 44#,FG,44.0,6336.0,20005,24.0,True,PC,both,False
1577,SON21005295,20005,1,50008228,1000.0,0.0,2021-10-14T00:00:00,2021-10-14T00:00:00,13386,SGH KNF LAMB CAT 6/4#,FG,24.0,24000.0,20005,36.0,True,PC,both,False
1587,SON22000002,20005,1,50008974,15000.0,0.0,2022-01-03T00:00:00,2022-01-03T00:00:00,01030,NEC SALM WF PUMP CAT 10#,FG,10.0,150000.0,20005,70.0,True,PC,both,False
1591,SON21005575,20005,1,50008654,140.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233831,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
1592,SON21005575,20005,1,50008656,65.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233831,BBC TS TF ADLT CKN DOG 20#,FG,20.0,1300.0,20005,65.0,True,PC,both,False
1593,SON21005575,20005,1,50008652,70.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233831,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
1594,SON21005575,20005,1,50008653,512.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233831,BBC TS S M ADLT CKN DOG 11#,FG,11.0,5632.0,20005,128.0,True,PC,both,False
1597,SON21005578,20005,1,50006241,1320.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC WILD INDR HB CKN CAT 5/5#,FG,25.0,33000.0,20005,40.0,True,PC,both,False
1598,SON21005578,20005,1,50006242,4224.0,1408.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC WILD INDR HB CKN CAT 11#,FG,11.0,30976.0,20005,128.0,True,PC,both,False
1599,SON21005578,20005,1,50006328,560.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC BAS SB TRKY DOG 6/4#,FG,24.0,13440.0,20005,40.0,True,PC,both,False
1600,SON21005578,20005,1,50006329,2304.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC BAS SB TRKY DOG 11#,FG,11.0,25344.0,20005,128.0,True,PC,both,False
1601,SON21005578,20005,1,50006332,1560.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC BAS HW TRKY DOG 24#,FG,24.0,37440.0,20005,60.0,True,PC,both,False
1602,SON21005578,20005,1,50006338,280.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC WILD WC CKN CAT 5/5#,FG,25.0,7000.0,20005,40.0,True,PC,both,False
1603,SON21005578,20005,1,50006339,256.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC WILD WC CKN CAT 11#,FG,11.0,2816.0,20005,128.0,True,PC,both,False
1604,SON21005578,20005,1,50006340,120.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC BASICS SR TURKEY DOG 6/4#,FG,24.0,2880.0,20005,40.0,True,PC,both,False
1605,SON21005578,20005,1,50006341,1620.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233833,BBC BASICS SR TURKEY DOG 24#,FG,24.0,38880.0,20005,60.0,True,PC,both,False
1606,SON21005578,20005,1,50006345,2560.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC FRDM INDR CKN CAT 11#,FG,11.0,28160.0,20005,128.0,True,PC,both,False
1607,SON21005578,20005,1,50006346,200.0,39.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC FRDM INDR WH FISH CAT 5/5#,FG,25.0,4025.0,20005,40.0,True,PC,both,False
1608,SON21005578,20005,1,50006347,384.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC FRDM INDR WH FISH CAT 11#,FG,11.0,4224.0,20005,128.0,True,PC,both,False
1609,SON21005578,20005,1,50008654,210.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233833,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,4200.0,20005,70.0,True,PC,both,False
1610,SON21005578,20005,1,50008655,128.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233833,BBC TS TF ADLT CKN DOG 11#,FG,11.0,1408.0,20005,128.0,True,PC,both,False
1611,SON21005578,20005,1,50008656,845.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233833,BBC TS TF ADLT CKN DOG 20#,FG,20.0,16900.0,20005,65.0,True,PC,both,False
1612,SON21005578,20005,1,50008652,70.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233833,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,1400.0,20005,70.0,True,PC,both,False
1613,SON21005578,20005,1,50008653,1152.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233833,BBC TS S M ADLT CKN DOG 11#,FG,11.0,12672.0,20005,128.0,True,PC,both,False
1614,SON21005578,20005,1,50008649,1408.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233833,BBC TS FAB FELINE CKN CAT 11#,FG,11.0,15488.0,20005,128.0,True,PC,both,False
1617,SON21005580,20005,1,50006241,1440.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC WILD INDR HB CKN CAT 5/5#,FG,25.0,36000.0,20005,40.0,True,PC,both,False
1618,SON21005580,20005,1,50006242,4736.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC WILD INDR HB CKN CAT 11#,FG,11.0,52096.0,20005,128.0,True,PC,both,False
1619,SON21005580,20005,1,50006328,720.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC BAS SB TRKY DOG 6/4#,FG,24.0,17280.0,20005,40.0,True,PC,both,False
1620,SON21005580,20005,1,50006329,2560.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC BAS SB TRKY DOG 11#,FG,11.0,28160.0,20005,128.0,True,PC,both,False
1621,SON21005580,20005,1,50006332,1200.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC BAS HW TRKY DOG 24#,FG,24.0,28800.0,20005,60.0,True,PC,both,False
1622,SON21005580,20005,1,50006338,280.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233834,BBC WILD WC CKN CAT 5/5#,FG,25.0,7000.0,20005,40.0,True,PC,both,False
1623,SON21005580,20005,1,50006339,256.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233834,BBC WILD WC CKN CAT 11#,FG,11.0,2816.0,20005,128.0,True,PC,both,False
1624,SON21005580,20005,1,50006340,160.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC BASICS SR TURKEY DOG 6/4#,FG,24.0,3840.0,20005,40.0,True,PC,both,False
1625,SON21005580,20005,1,50006341,1320.0,0.0,2021-10-18T00:00:00,2021-10-18T00:00:00,4500233834,BBC BASICS SR TURKEY DOG 24#,FG,24.0,31680.0,20005,60.0,True,PC,both,False
1626,SON21005580,20005,1,50006345,2816.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233834,BBC FRDM INDR CKN CAT 11#,FG,11.0,30976.0,20005,128.0,True,PC,both,False
1627,SON21005580,20005,1,50006346,280.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233834,BBC FRDM INDR WH FISH CAT 5/5#,FG,25.0,7000.0,20005,40.0,True,PC,both,False
1628,SON21005580,20005,1,50006347,384.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233834,BBC FRDM INDR WH FISH CAT 11#,FG,11.0,4224.0,20005,128.0,True,PC,both,False
1629,SON21005580,20005,1,50006565,180.0,0.0,2021-10-11T00:00:00,2021-10-11T00:00:00,4500233834,BBC FRDM INDR WH FISH CAT 4/4#,FG,16.0,2880.0,20005,90.0,True,PC,both,False
1630,SON21005580,20005,1,50008654,140.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233834,BBC TS TF ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
1631,SON21005580,20005,1,50008655,128.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233834,BBC TS TF ADLT CKN DOG 11#,FG,11.0,1408.0,20005,128.0,True,PC,both,False
1632,SON21005580,20005,1,50008656,130.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233834,BBC TS TF ADLT CKN DOG 20#,FG,20.0,2600.0,20005,65.0,True,PC,both,False
1633,SON21005580,20005,1,50008652,140.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233834,BBC TS S M ADLT CKN DOG 5/4#,FG,20.0,2800.0,20005,70.0,True,PC,both,False
1634,SON21005580,20005,1,50008653,1152.0,0.0,2021-09-27T00:00:00,2021-09-27T00:00:00,4500233834,BBC TS S M ADLT CKN DOG 11#,FG,11.0,12672.0,20005,128.0,True,PC,both,False
