Item_Code,Diet_Code,Location,Work_Center,Date,Version,Account,Measure,Entity,Bulk_Code
338036603,DIET22656,None,None,2200-12-31,Actual,lb/Pallet,792.0,CJ_Foods,NONE
338040402,DIET22655,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
338042000,DIET22655,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
338046602,DIET22655,None,None,2200-12-31,Actual,lb/Pallet,792.0,CJ_Foods,NONE
338050401,DIET22654,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
338052009,DIET22654,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
338056601,DIET22654,None,None,2200-12-31,Actual,lb/Pallet,792.0,CJ_Foods,NONE
33822211,DIET22211,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
33822304,DIET22304,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
35038,DIET22308,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35042A,DIET23062,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35046,DIET22309,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35050,DIET22308,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
35054A,DIET23062,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
35056A,DIET23060,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
35058A,DIET23060,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35060,DIET22309,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
35062A,DIET23061,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35064A,DIET23061,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
35066A,DIET23059,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
35074A,DIET23059,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35080A,DIET23059,None,None,2200-12-31,Actual,lb/Pallet,1170.0,CJ_Foods,NONE
35084A,DIET23061,None,None,2200-12-31,Actual,lb/Pallet,1170.0,CJ_Foods,NONE
3510,DIET22977,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
3512,DIET22977,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
3517,DIET22977,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
35301,DIET22461,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
35302,DIET22495,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
35303,DIET22458,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
35304,DIET22460,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
35306,DIET22459,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
35311,DIET22458,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
35312,DIET22460,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
35313,DIET22459,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
35315,DIET22495,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
35321,DIET22458,None,None,2200-12-31,Actual,lb/Pallet,875.0,CJ_Foods,NONE
35322,DIET22460,None,None,2200-12-31,Actual,lb/Pallet,875.0,CJ_Foods,NONE
35323,DIET22459,None,None,2200-12-31,Actual,lb/Pallet,875.0,CJ_Foods,NONE
35324,DIET22461,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
36200,DIET23048,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
36202,DIET23049,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
36204,DIET23048,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
36206,DIET23049,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
3708,DIET23023,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
3710CAN,DIET23023,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
3711,DIET23023,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
3738,DIET23022,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
3740,DIET23022,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
3741,DIET23022,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
377389,DIET22854,None,None,2200-12-31,Actual,lb/Pallet,864.0,CJ_Foods,NONE
377391,DIET22854,None,None,2200-12-31,Actual,lb/Pallet,1092.0,CJ_Foods,NONE
377393,DIET22854,None,None,2200-12-31,Actual,lb/Pallet,1300.0,CJ_Foods,NONE
377921,DIET22855,None,None,2200-12-31,Actual,lb/Pallet,864.0,CJ_Foods,NONE
377923,DIET22855,None,None,2200-12-31,Actual,lb/Pallet,1092.0,CJ_Foods,NONE
377925,DIET22856,None,None,2200-12-31,Actual,lb/Pallet,1092.0,CJ_Foods,NONE
377927,DIET22856,None,None,2200-12-31,Actual,lb/Pallet,1300.0,CJ_Foods,NONE
38232,DIET22685,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
38240,DIET22685,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
38248,DIET22685,None,None,2200-12-31,Actual,lb/Pallet,875.0,CJ_Foods,NONE
38352,DIET22686,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
38356,DIET22684,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
38364,DIET22686,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
38368,DIET22684,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
38376,DIET22686,None,None,2200-12-31,Actual,lb/Pallet,875.0,CJ_Foods,NONE
38380,DIET22684,None,None,2200-12-31,Actual,lb/Pallet,875.0,CJ_Foods,NONE
39005,DIET22454,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
39006,DIET22453,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
39007,DIET22455,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
39008,DIET22456,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
39009,DIET22454,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
39010,DIET22453,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
39011,DIET22455,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
39012,DIET22456,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
39013,DIET22454,None,None,2200-12-31,Actual,lb/Pallet,770.0,CJ_Foods,NONE
39014,DIET22453,None,None,2200-12-31,Actual,lb/Pallet,770.0,CJ_Foods,NONE
39015,DIET22455,None,None,2200-12-31,Actual,lb/Pallet,770.0,CJ_Foods,NONE
39016,DIET22456,None,None,2200-12-31,Actual,lb/Pallet,770.0,CJ_Foods,NONE
39027,DIET22457,None,None,2200-12-31,Actual,lb/Pallet,576.0,CJ_Foods,NONE
39028,DIET22457,None,None,2200-12-31,Actual,lb/Pallet,504.0,CJ_Foods,NONE
39031,DIET22457,None,None,2200-12-31,Actual,lb/Pallet,770.0,CJ_Foods,NONE
4030,DIET23018,None,None,2200-12-31,Actual,lb/Pallet,1560.0,CJ_Foods,NONE
41003,DIET21073,None,None,2200-12-31,Actual,lb/Pallet,1500.0,CJ_Foods,NONE
42001,DIET21074,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
42002,DIET21074,None,None,2200-12-31,Actual,lb/Pallet,1225.0,CJ_Foods,NONE
42004,DIET20589,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
42010,DIET22219,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
42011,DIET22219,None,None,2200-12-31,Actual,lb/Pallet,1225.0,CJ_Foods,NONE
42507,DIET20589,None,None,2200-12-31,Actual,lb/Pallet,756.0,CJ_Foods,NONE
43104,DIET22232,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
43607,DIET22232,None,None,2200-12-31,Actual,lb/Pallet,756.0,CJ_Foods,NONE
44204,DIET22233,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
44407,DIET22233,None,None,2200-12-31,Actual,lb/Pallet,756.0,CJ_Foods,NONE
46001,DIET21073,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
46002,DIET21073,None,None,2200-12-31,Actual,lb/Pallet,1320.0,CJ_Foods,NONE
46003,DIET22948,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
46010,DIET22218,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
46011,DIET22218,None,None,2200-12-31,Actual,lb/Pallet,1320.0,CJ_Foods,NONE
46012,DIET22218,None,None,2200-12-31,Actual,lb/Pallet,1400.0,CJ_Foods,NONE
47643,DIET22823,None,None,2200-12-31,Actual,lb/Pallet,1250.0,CJ_Foods,NONE
47650,DIET23015,None,None,2200-12-31,Actual,lb/Pallet,1250.0,CJ_Foods,NONE
47667,DIET22823,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
47674,DIET23015,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
481245,DIET22433,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
481344,DIET22433,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
481542,DIET22448,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
481641,DIET22448,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
481740,DIET22432,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
481849,DIET22432,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
5000451R,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
5000574R,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
5001D,DIET23067,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
5002D,DIET23067,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
5003D,DIET23067,None,None,2200-12-31,Actual,lb/Pallet,700.0,CJ_Foods,NONE
5004D,DIET23066,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
5005D,DIET23066,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
5006D,DIET23066,None,None,2200-12-31,Actual,lb/Pallet,700.0,CJ_Foods,NONE
5007D,DIET23065,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
5008D,DIET23065,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
5009D,DIET23065,None,None,2200-12-31,Actual,lb/Pallet,700.0,CJ_Foods,NONE
50755-3R,,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
50755-4R,,None,None,2200-12-31,Actual,lb/Pallet,792.0,CJ_Foods,NONE
50756-3R,,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
50756-4R,,None,None,2200-12-31,Actual,lb/Pallet,792.0,CJ_Foods,NONE
50757-3R,,None,None,2200-12-31,Actual,lb/Pallet,800.0,CJ_Foods,NONE
50757-4R,,None,None,2200-12-31,Actual,lb/Pallet,792.0,CJ_Foods,NONE
50837-2,DIET50837,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50837-3,DIET50837,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50838-2,DIET50838,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50838-3,DIET50838,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50839-2,DIET50839,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50839-3,DIET50839,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50862-2,DIET50862,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
50863-2,DIET50863,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
50864-2,DIET50864,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
50865-2,DIET50865,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
50879-2,DIET50879,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50879-3,DIET50879-1,None,None,2200-12-31,Actual,lb/Pallet,1280.0,CJ_Foods,NONE
50879-4,DIET50879,None,None,2200-12-31,Actual,lb/Pallet,910.0,CJ_Foods,NONE
50880-2,DIET50880,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50880-3,DIET50880-1,None,None,2200-12-31,Actual,lb/Pallet,1280.0,CJ_Foods,NONE
50880-4,DIET50880,None,None,2200-12-31,Actual,lb/Pallet,910.0,CJ_Foods,NONE
50881-2,DIET50881,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50881-3,DIET50881-1,None,None,2200-12-31,Actual,lb/Pallet,1280.0,CJ_Foods,NONE
50881-4,DIET50881,None,None,2200-12-31,Actual,lb/Pallet,910.0,CJ_Foods,NONE
50882-2,DIET50882,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50882-3,DIET50882-1,None,None,2200-12-31,Actual,lb/Pallet,1280.0,CJ_Foods,NONE
50882-4,DIET50882,None,None,2200-12-31,Actual,lb/Pallet,910.0,CJ_Foods,NONE
50883-2,DIET50883,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50883-3,DIET50883-1,None,None,2200-12-31,Actual,lb/Pallet,1280.0,CJ_Foods,NONE
50883-4,DIET50883,None,None,2200-12-31,Actual,lb/Pallet,910.0,CJ_Foods,NONE
50904-2,DIET50904,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50905-2,DIET50905,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50939-2,DIET50939,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50941-2,DIET50941,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50941-3,DIET50941,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50942-2,DIET50942,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50949-2,DIET50949,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50950-2,DIET50950,None,None,2200-12-31,Actual,lb/Pallet,1120.0,CJ_Foods,NONE
50953-2,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50957-2,DIET50957-3,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50958-2,DIET50958,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50959-2,DIET50959,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50962-2,DIET22558,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50964-2,DIET22558,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50964-3,DIET22558,None,None,2200-12-31,Actual,lb/Pallet,1300.0,CJ_Foods,NONE
50966-2,DIET22558,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50967-2,DIET22558,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50968-2,DIET50968,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50970-2,DIET50970,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50975-2,DIET50975,None,None,2200-12-31,Actual,lb/Pallet,2400.0,CJ_Foods,NONE
50976-2,DIET50976,None,None,2200-12-31,Actual,lb/Pallet,2400.0,CJ_Foods,NONE
50977-2,DIET50977,None,None,2200-12-31,Actual,lb/Pallet,2400.0,CJ_Foods,NONE
50978-2,DIET50978,None,None,2200-12-31,Actual,lb/Pallet,2400.0,CJ_Foods,NONE
50979-2,DIET50979,None,None,2200-12-31,Actual,lb/Pallet,2400.0,CJ_Foods,NONE
50980-2,DIET50980,None,None,2200-12-31,Actual,lb/Pallet,2400.0,CJ_Foods,NONE
50981-2,DIET50981-1,None,None,2200-12-31,Actual,lb/Pallet,1250.0,CJ_Foods,NONE
50981-3,DIET50981,None,None,2200-12-31,Actual,lb/Pallet,960.0,CJ_Foods,NONE
50985-3,DIET50985-2,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50986-3,DIET50986-2,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50987-3,DIET50987-2,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50988-3,DIET50988-2,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50989-3,DIET50989-2,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50990-3,DIET50990-2,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50992-2,DIET50992-3,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50993-2,DIET22340,None,None,2200-12-31,Actual,lb/Pallet,760.0,CJ_Foods,NONE
50993-3,DIET22340,None,None,2200-12-31,Actual,lb/Pallet,1088.0,CJ_Foods,NONE
50993-4,DIET22340,None,None,2200-12-31,Actual,lb/Pallet,1190.0,CJ_Foods,NONE
50993-5,DIET22727,None,None,2200-12-31,Actual,lb/Pallet,600.0,CJ_Foods,NONE
50994-2,DIET50994,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50996-2,DIET50996,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50997-2,DIET50997,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50997-3,DIET50997,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
50997-4,DIET50997,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50997-5,DIET50997,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
50997-6,DIET50997,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
50997-7,DIET50997,None,None,2200-12-31,Actual,lb/Pallet,1170.0,CJ_Foods,NONE
50998-2,DIET50998,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
50998-3,DIET50998,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
50998-4,DIET50998,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
50998-5,DIET50998,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
50998-6,DIET50998,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
50998-7,DIET50998,None,None,2200-12-31,Actual,lb/Pallet,1170.0,CJ_Foods,NONE
50999-2,DIET50999,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51000-2,DIET51000,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51001,DIET21060,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
51002,DIET21060,None,None,2200-12-31,Actual,lb/Pallet,1320.0,CJ_Foods,NONE
51003,DIET21060,None,None,2200-12-31,Actual,lb/Pallet,1610.0,CJ_Foods,NONE
51004-2,DIET51004,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51005-2,DIET51005,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51006-2,DIET51006,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51007-2,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51008-2,DIET51008,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
51009-2,DIET51009,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
51010,DIET21062,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
51010R,,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
51011,DIET21062,None,None,2200-12-31,Actual,lb/Pallet,1320.0,CJ_Foods,NONE
51012,DIET21062,None,None,2200-12-31,Actual,lb/Pallet,1610.0,CJ_Foods,NONE
51013-2,DIET51013,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
51014-2,DIET51014,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51015-2,DIET51015,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51016-2,DIET51016,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51016-3,DIET51016,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
51017-2,DIET51017,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51017-3,DIET51017,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
51018-2,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51018-3,,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
51019-2,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51019-3,,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
51020,DIET22216,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
51021,DIET22216,None,None,2200-12-31,Actual,lb/Pallet,1320.0,CJ_Foods,NONE
51022,DIET22216,None,None,2200-12-31,Actual,lb/Pallet,1610.0,CJ_Foods,NONE
51023-2,,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51023-3,,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
51028-2,DIET51028,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51028-3,DIET51028,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
51029-2,DIET51029,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51029-3,DIET51029,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
51029-4,DIET51029,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
51030,DIET22608,None,None,2200-12-31,Actual,lb/Pallet,1080.0,CJ_Foods,NONE
51031,DIET22608,None,None,2200-12-31,Actual,lb/Pallet,1320.0,CJ_Foods,NONE
51032,DIET22608,None,None,2200-12-31,Actual,lb/Pallet,1610.0,CJ_Foods,NONE
51033-2,DIET51033,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51033-3,DIET51033,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
51034-2,DIET51034,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51034-3,DIET51034,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
51034-4,DIET51034,None,None,2200-12-31,Actual,lb/Pallet,720.0,CJ_Foods,NONE
51035-2,DIET51035,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51035-3,DIET51035,None,None,2200-12-31,Actual,lb/Pallet,540.0,CJ_Foods,NONE
51036-2,DIET51036,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51036-3,DIET51036,None,None,2200-12-31,Actual,lb/Pallet,648.0,CJ_Foods,NONE
51037-2,DIET51037,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51037-3,DIET51037,None,None,2200-12-31,Actual,lb/Pallet,648.0,CJ_Foods,NONE
51043-2,DIET51043,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51044-2,DIET51044,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51045-2,DIET51045,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
51046-2,DIET51046,None,None,2200-12-31,Actual,lb/Pallet,1056.0,CJ_Foods,NONE
51047-2,DIET51047,None,None,2200-12-31,Actual,lb/Pallet,1056.0,CJ_Foods,NONE
51053-2,DIET51053,None,None,2200-12-31,Actual,lb/Pallet,1200.0,CJ_Foods,NONE
52001,DIET21074,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
52002,DIET21074,None,None,2200-12-31,Actual,lb/Pallet,1225.0,CJ_Foods,NONE
52003,DIET22315,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
52004,DIET22313,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
52007,DIET22314,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
52008,DIET22334,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
52009,DIET22315,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
52015,DIET22315,None,None,2200-12-31,Actual,lb/Pallet,1170.0,CJ_Foods,NONE
52016,DIET22313,None,None,2200-12-31,Actual,lb/Pallet,1170.0,CJ_Foods,NONE
52022,DIET22778,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
52026,DIET22778,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
52083,DIET22568,None,None,2200-12-31,Actual,lb/Pallet,1000.0,CJ_Foods,NONE
52084,DIET22568,None,None,2200-12-31,Actual,lb/Pallet,840.0,CJ_Foods,NONE
5278686E,DIET23083,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
5278688E,DIET23083,None,None,2200-12-31,Actual,lb/Pallet,1050.0,CJ_Foods,NONE
5278691E,DIET23079,None,None,2200-12-31,Actual,lb/Pallet,900.0,CJ_Foods,NONE
5278693E,DIET23079,None,None,2200-12-31,Actual,lb/Pallet,1050.0,CJ_Foods,NONE
5278963,DIET23010,None,None,2200-12-31,Actual,lb/Pallet,756.0,CJ_Foods,NONE
5278963E,DIET23010,None,None,2200-12-31,Actual,lb/Pallet,756.0,CJ_Foods,NONE
5278964,DIET23010,None,None,2200-12-31,Actual,lb/Pallet,896.0,CJ_Foods,NONE
5278964E,DIET23010,None,None,2200-12-31,Actual,lb/Pallet,896.0,CJ_Foods,NONE
5279200,DIET23003,None,None,2200-12-31,Actual,lb/Pallet,768.0,CJ_Foods,NONE
5279202,DIET23003,None,None,2200-12-31,Actual,lb/Pallet,816.0,CJ_Foods,NONE
5279216E,DIET23082,None,None,2200-12-31,Actual,lb/Pallet,756.0,CJ_Foods,NONE
