Item_Code,Diet_Code,Location,Work_Center,Date,Version,Account,Measure,Entity,Bulk_Code
109120,DIET22284,40,404920,2200-12-31,Actual,Rate,8700.0,CJ_Foods,NONE
109121,DIET22284,30,305520,2200-12-31,Actual,Rate,25980.0,CJ_Foods,NONE
109121,DIET22284,40,404920,2200-12-31,Actual,Rate,20520.0,CJ_Foods,NONE
109122,DIET22842,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109122,DIET22842,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109122,DIET22842,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109122,DIET22842,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109122,DIET22842,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109122,DIET22842,40,404920,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
109123,DIET22842,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109123,DIET22842,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109123,DIET22842,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109123,DIET22842,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109123,DIET22842,30,305520,2200-12-31,Actual,Rate,18360.0,CJ_Foods,NONE
109123,DIET22842,40,404920,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
109124,DIET22836,10,104620,2200-12-31,Actual,Rate,2040.0,CJ_Foods,NONE
109124,DIET22836,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109124,DIET22836,20,206220,2200-12-31,Actual,Rate,2640.0,CJ_Foods,NONE
109124,DIET22836,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109124,DIET22836,40,406020,2200-12-31,Actual,Rate,6000.0,CJ_Foods,NONE
109125,DIET22836,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109125,DIET22836,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109125,DIET22836,20,205720,2200-12-31,Actual,Rate,6900.0,CJ_Foods,NONE
109125,DIET22836,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109125,DIET22836,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109125,DIET22836,40,404920,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
109126,DIET22836,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109126,DIET22836,20,205720,2200-12-31,Actual,Rate,19620.0,CJ_Foods,NONE
109126,DIET22836,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109126,DIET22836,30,305520,2200-12-31,Actual,Rate,15300.0,CJ_Foods,NONE
109126,DIET22836,40,404920,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
109127,DIET22292,10,104620,2200-12-31,Actual,Rate,1920.0,CJ_Foods,NONE
109127,DIET22292,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109127,DIET22292,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109127,DIET22292,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109127,DIET22292,40,406020,2200-12-31,Actual,Rate,3720.0,CJ_Foods,NONE
109128,DIET22292,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109128,DIET22292,20,205720,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
109128,DIET22292,20,206120,2200-12-31,Actual,Rate,4860.0,CJ_Foods,NONE
109128,DIET22292,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109128,DIET22292,40,404920,2200-12-31,Actual,Rate,7860.0,CJ_Foods,NONE
109129,DIET22292,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109129,DIET22292,20,205720,2200-12-31,Actual,Rate,17040.0,CJ_Foods,NONE
109129,DIET22292,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109129,DIET22292,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109129,DIET22292,40,404920,2200-12-31,Actual,Rate,20940.0,CJ_Foods,NONE
109130,DIET22837,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
109130,DIET22837,20,205720,2200-12-31,Actual,Rate,10440.0,CJ_Foods,NONE
109130,DIET22837,20,206120,2200-12-31,Actual,Rate,7980.0,CJ_Foods,NONE
109130,DIET22837,30,305520,2200-12-31,Actual,Rate,10980.0,CJ_Foods,NONE
109130,DIET22837,40,404920,2200-12-31,Actual,Rate,14700.0,CJ_Foods,NONE
109349,DIET23070,40,406020,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
109350,DIET23070,40,404920,2200-12-31,Actual,Rate,11760.0,CJ_Foods,NONE
109351,DIET23070,40,404920,2200-12-31,Actual,Rate,23520.0,CJ_Foods,NONE
111003,DIET23031,20,206020,2200-12-31,Actual,Rate,6360.0,CJ_Foods,NONE
111004,DIET23031,20,205520,2200-12-31,Actual,Rate,8340.0,CJ_Foods,NONE
111004,DIET23031,20,205720,2200-12-31,Actual,Rate,11040.0,CJ_Foods,NONE
111008,DIET22999,10,104620,2200-12-31,Actual,Rate,1860.0,CJ_Foods,NONE
111008,DIET22999,20,206020,2200-12-31,Actual,Rate,6120.0,CJ_Foods,NONE
111008,DIET22999,20,206220,2200-12-31,Actual,Rate,2280.0,CJ_Foods,NONE
111009,DIET22999,20,205720,2200-12-31,Actual,Rate,12300.0,CJ_Foods,NONE
111009,DIET22999,20,206120,2200-12-31,Actual,Rate,5280.0,CJ_Foods,NONE
111011,DIET23032,20,206020,2200-12-31,Actual,Rate,4260.0,CJ_Foods,NONE
111012,DIET23032,20,205520,2200-12-31,Actual,Rate,13800.0,CJ_Foods,NONE
111012,DIET23032,20,205720,2200-12-31,Actual,Rate,5520.0,CJ_Foods,NONE
111013,DIET23029,20,206020,2200-12-31,Actual,Rate,6000.0,CJ_Foods,NONE
111014,DIET23029,20,205520,2200-12-31,Actual,Rate,12150.0,CJ_Foods,NONE
111014,DIET23029,20,205720,2200-12-31,Actual,Rate,3840.0,CJ_Foods,NONE
111015,DIET23046,20,206020,2200-12-31,Actual,Rate,11340.0,CJ_Foods,NONE
111016,DIET23046,20,205520,2200-12-31,Actual,Rate,10080.0,CJ_Foods,NONE
111016,DIET23046,20,205720,2200-12-31,Actual,Rate,12150.0,CJ_Foods,NONE
111018,DIET23046,20,205720,2200-12-31,Actual,Rate,28800.0,CJ_Foods,NONE
112002,DIET23001,20,206020,2200-12-31,Actual,Rate,10080.0,CJ_Foods,NONE
112002,DIET23001,20,206220,2200-12-31,Actual,Rate,1800.0,CJ_Foods,NONE
112003,DIET23001,20,205720,2200-12-31,Actual,Rate,3540.0,CJ_Foods,NONE
112003,DIET23001,20,206120,2200-12-31,Actual,Rate,11520.0,CJ_Foods,NONE
112004,DIET23002,20,206020,2200-12-31,Actual,Rate,6360.0,CJ_Foods,NONE
112004,DIET23002,20,206220,2200-12-31,Actual,Rate,2700.0,CJ_Foods,NONE
112005,DIET23002,20,205720,2200-12-31,Actual,Rate,11520.0,CJ_Foods,NONE
112005,DIET23002,20,206120,2200-12-31,Actual,Rate,11520.0,CJ_Foods,NONE
1130,DIET23020,20,205520,2200-12-31,Actual,Rate,19800.0,CJ_Foods,NONE
1130,DIET23020,20,205720,2200-12-31,Actual,Rate,27000.0,CJ_Foods,NONE
1144CAN,DIET23020,20,205520,2200-12-31,Actual,Rate,25680.0,CJ_Foods,NONE
1190,DIET22117,10,104620,2200-12-31,Actual,Rate,1500.0,CJ_Foods,NONE
1190,DIET22117,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1190,DIET22117,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1190,DIET22117,40,406020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1191,DIET22117,10,101020,2200-12-31,Actual,Rate,5040.0,CJ_Foods,NONE
1191,DIET22117,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1191,DIET22117,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1191,DIET22117,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1191,DIET22117,40,404920,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
1205,DIET23021,20,206020,2200-12-31,Actual,Rate,2400.0,CJ_Foods,NONE
1230CAN,DIET23021,20,205520,2200-12-31,Actual,Rate,480.0,CJ_Foods,NONE
1230CAN,DIET23021,20,205720,2200-12-31,Actual,Rate,27000.0,CJ_Foods,NONE
12350,DIET22696,40,406020,2200-12-31,Actual,Rate,5400.0,CJ_Foods,NONE
12351,DIET22696,40,404920,2200-12-31,Actual,Rate,10500.0,CJ_Foods,NONE
12352,DIET22696,40,404920,2200-12-31,Actual,Rate,18420.0,CJ_Foods,NONE
12578,DIET22887,40,406020,2200-12-31,Actual,Rate,4860.0,CJ_Foods,NONE
12578R,,40,406020,2200-12-31,Actual,Rate,4320.0,CJ_Foods,NONE
12579,DIET22887,40,404920,2200-12-31,Actual,Rate,9420.0,CJ_Foods,NONE
12579R,,40,404920,2200-12-31,Actual,Rate,11760.0,CJ_Foods,NONE
12580,DIET22887,40,404920,2200-12-31,Actual,Rate,19560.0,CJ_Foods,NONE
12580R,,40,404920,2200-12-31,Actual,Rate,15840.0,CJ_Foods,NONE
1340,DIET22947,20,205520,2200-12-31,Actual,Rate,22440.0,CJ_Foods,NONE
1340,DIET22947,20,206120,2200-12-31,Actual,Rate,24480.0,CJ_Foods,NONE
1340,DIET22947,30,305520,2200-12-31,Actual,Rate,27360.0,CJ_Foods,NONE
134061,DIET22470,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
134061,DIET22470,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
134061,DIET22470,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
134061,DIET22470,40,404920,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
1341,DIET22947,20,205520,2200-12-31,Actual,Rate,12960.0,CJ_Foods,NONE
1341,DIET22947,20,205720,2200-12-31,Actual,Rate,12960.0,CJ_Foods,NONE
1341,DIET22947,30,305520,2200-12-31,Actual,Rate,12240.0,CJ_Foods,NONE
1471212,DIET22705,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1471212,DIET22705,20,206220,2200-12-31,Actual,Rate,4320.0,CJ_Foods,NONE
1471229,DIET22706,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1471236,DIET22705,20,205520,2200-12-31,Actual,Rate,16260.0,CJ_Foods,NONE
1471236,DIET22705,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
1471243,DIET22706,20,205520,2200-12-31,Actual,Rate,12480.0,CJ_Foods,NONE
1471250,DIET22975,10,101020,2200-12-31,Actual,Rate,6660.0,CJ_Foods,NONE
151684,DIET22615,40,404920,2200-12-31,Actual,Rate,11580.0,CJ_Foods,NONE
151685,DIET22615,40,404920,2200-12-31,Actual,Rate,17820.0,CJ_Foods,NONE
151688,DIET22571,40,404920,2200-12-31,Actual,Rate,10500.0,CJ_Foods,NONE
151689,DIET22571,40,404920,2200-12-31,Actual,Rate,17460.0,CJ_Foods,NONE
151692,DIET22867,40,404920,2200-12-31,Actual,Rate,7740.0,CJ_Foods,NONE
151693,DIET22867,40,404920,2200-12-31,Actual,Rate,16320.0,CJ_Foods,NONE
151814,DIET22839,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
151814,DIET22839,20,205520,2200-12-31,Actual,Rate,23340.0,CJ_Foods,NONE
151814,DIET22839,30,305520,2200-12-31,Actual,Rate,12420.0,CJ_Foods,NONE
151814,DIET22839,40,404920,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
151816,DIET22843,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
151816,DIET22843,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
151816,DIET22843,20,205720,2200-12-31,Actual,Rate,18900.0,CJ_Foods,NONE
151816,DIET22843,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
151816,DIET22843,40,404920,2200-12-31,Actual,Rate,8000.0,CJ_Foods,NONE
151818,DIET22838,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
151818,DIET22838,20,205520,2200-12-31,Actual,Rate,25800.0,CJ_Foods,NONE
151818,DIET22838,30,305520,2200-12-31,Actual,Rate,21540.0,CJ_Foods,NONE
151818,DIET22838,40,404920,2200-12-31,Actual,Rate,21840.0,CJ_Foods,NONE
1560,DIET23019,20,205520,2200-12-31,Actual,Rate,19920.0,CJ_Foods,NONE
1560,DIET23019,20,205720,2200-12-31,Actual,Rate,24480.0,CJ_Foods,NONE
1568,DIET23019,20,206020,2200-12-31,Actual,Rate,2460.0,CJ_Foods,NONE
1570,DIET23017,20,205520,2200-12-31,Actual,Rate,1020.0,CJ_Foods,NONE
1570,DIET23017,20,205720,2200-12-31,Actual,Rate,24480.0,CJ_Foods,NONE
1571,DIET23017,20,205520,2200-12-31,Actual,Rate,1140.0,CJ_Foods,NONE
1571,DIET23017,20,205720,2200-12-31,Actual,Rate,12960.0,CJ_Foods,NONE
1578,DIET23017,20,206020,2200-12-31,Actual,Rate,2460.0,CJ_Foods,NONE
17962,DIET22979,40,406020,2200-12-31,Actual,Rate,7860.0,CJ_Foods,NONE
17979,DIET22979,40,404920,2200-12-31,Actual,Rate,15000.0,CJ_Foods,NONE
17993,DIET22870,40,404920,2200-12-31,Actual,Rate,15780.0,CJ_Foods,NONE
1805CAN,DIET23019,20,205520,2200-12-31,Actual,Rate,12960.0,CJ_Foods,NONE
1805CAN,DIET23019,20,205720,2200-12-31,Actual,Rate,12960.0,CJ_Foods,NONE
18174,DIET22870,40,404920,2200-12-31,Actual,Rate,19020.0,CJ_Foods,NONE
183116,DIET22850,10,101020,2200-12-31,Actual,Rate,8640.0,CJ_Foods,NONE
183116,DIET22850,10,104820,2200-12-31,Actual,Rate,8640.0,CJ_Foods,NONE
183116,DIET22850,20,205520,2200-12-31,Actual,Rate,15420.0,CJ_Foods,NONE
183116,DIET22850,20,206120,2200-12-31,Actual,Rate,24480.0,CJ_Foods,NONE
183116,DIET22850,30,305520,2200-12-31,Actual,Rate,10680.0,CJ_Foods,NONE
183116,DIET22850,40,404920,2200-12-31,Actual,Rate,23040.0,CJ_Foods,NONE
183118,DIET22841,10,101020,2200-12-31,Actual,Rate,8640.0,CJ_Foods,NONE
183118,DIET22841,10,104820,2200-12-31,Actual,Rate,8640.0,CJ_Foods,NONE
183118,DIET22841,20,205720,2200-12-31,Actual,Rate,14940.0,CJ_Foods,NONE
183118,DIET22841,20,206120,2200-12-31,Actual,Rate,25920.0,CJ_Foods,NONE
183118,DIET22841,30,305520,2200-12-31,Actual,Rate,16980.0,CJ_Foods,NONE
183118,DIET22841,40,404920,2200-12-31,Actual,Rate,23040.0,CJ_Foods,NONE
183120,DIET22851,10,101020,2200-12-31,Actual,Rate,8640.0,CJ_Foods,NONE
183120,DIET22851,10,104820,2200-12-31,Actual,Rate,8640.0,CJ_Foods,NONE
183120,DIET22851,20,205520,2200-12-31,Actual,Rate,13680.0,CJ_Foods,NONE
183120,DIET22851,20,206120,2200-12-31,Actual,Rate,24480.0,CJ_Foods,NONE
183120,DIET22851,30,305520,2200-12-31,Actual,Rate,20100.0,CJ_Foods,NONE
183120,DIET22851,40,404920,2200-12-31,Actual,Rate,23040.0,CJ_Foods,NONE
18327,DIET22888,40,406020,2200-12-31,Actual,Rate,6180.0,CJ_Foods,NONE
18334,DIET22888,40,404920,2200-12-31,Actual,Rate,11640.0,CJ_Foods,NONE
18341,DIET22888,40,404920,2200-12-31,Actual,Rate,18480.0,CJ_Foods,NONE
18358,DIET22871,40,406020,2200-12-31,Actual,Rate,7080.0,CJ_Foods,NONE
18488,DIET22871,40,404920,2200-12-31,Actual,Rate,11220.0,CJ_Foods,NONE
18495,DIET22871,40,404920,2200-12-31,Actual,Rate,20220.0,CJ_Foods,NONE
1863,DIET23019,20,206020,2200-12-31,Actual,Rate,2460.0,CJ_Foods,NONE
1964,DIET22846,40,406020,2200-12-31,Actual,Rate,5220.0,CJ_Foods,NONE
1966,DIET22846,40,404920,2200-12-31,Actual,Rate,22980.0,CJ_Foods,NONE
1972CJ,DIET22905,40,406020,2200-12-31,Actual,Rate,9120.0,CJ_Foods,NONE
1974,DIET22905,40,404920,2200-12-31,Actual,Rate,22140.0,CJ_Foods,NONE
1990,DIET22914,40,406020,2200-12-31,Actual,Rate,8040.0,CJ_Foods,NONE
1992,DIET22914,40,404920,2200-12-31,Actual,Rate,19800.0,CJ_Foods,NONE
20007PAW,DIET21035,10,101020,2200-12-31,Actual,Rate,3960.0,CJ_Foods,NONE
20007PAW,DIET21035,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20007PAW,DIET21035,30,305520,2200-12-31,Actual,Rate,8760.0,CJ_Foods,NONE
20014PAW,DIET21037,10,101020,2200-12-31,Actual,Rate,3780.0,CJ_Foods,NONE
20014PAW,DIET21037,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20014PAW,DIET21037,30,305520,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
20021PAW,DIET21036,10,101020,2200-12-31,Actual,Rate,3480.0,CJ_Foods,NONE
20021PAW,DIET21036,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20021PAW,DIET21036,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
20021PAW,DIET21036,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
20021PAW,DIET21036,30,305520,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
20038PAW,DIET21035,10,101020,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20038PAW,DIET21035,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20045PAW,DIET21027,10,101020,2200-12-31,Actual,Rate,3960.0,CJ_Foods,NONE
20045PAW,DIET21027,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20052PAW,DIET21028,10,101020,2200-12-31,Actual,Rate,3660.0,CJ_Foods,NONE
20052PAW,DIET21028,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
2006,DIET22913,40,406020,2200-12-31,Actual,Rate,10020.0,CJ_Foods,NONE
20069PAW,DIET21027,10,101020,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20069PAW,DIET21027,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20076PAW,DIET21028,10,101020,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
20076PAW,DIET21028,10,104820,2200-12-31,Actual,Rate,7000.0,CJ_Foods,NONE
2008CAN,DIET22913,40,404920,2200-12-31,Actual,Rate,23280.0,CJ_Foods,NONE
2065753,DIETW22400,10,104620,2200-12-31,Actual,Rate,1620.0,CJ_Foods,NONE
2065777,DIET22400,10,101020,2200-12-31,Actual,Rate,5820.0,CJ_Foods,NONE
2065777,DIET22400,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2065777,DIET22400,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2065784,DIETW22624,10,104620,2200-12-31,Actual,Rate,1560.0,CJ_Foods,NONE
2065791,DIET22624,10,101020,2200-12-31,Actual,Rate,5580.0,CJ_Foods,NONE
2065791,DIET22624,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
20900FP,DIET20900,10,105820,2200-12-31,Actual,Rate,10740.0,CJ_Foods,NONE
21089FP,DIET21089,10,105820,2200-12-31,Actual,Rate,26040.0,CJ_Foods,NONE
22015FP,DIET22015,10,105820,2200-12-31,Actual,Rate,4920.0,CJ_Foods,NONE
22076-40,DIET22076,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22076-40,DIET22076,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22090FP,DIET22090,20,205820,2200-12-31,Actual,Rate,10000.0,CJ_Foods,NONE
22204-40,DIET22204,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22204-40,DIET22204,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22205-40,DIET22205,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22205-40,DIET22205,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22206-40,DIET22206,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22206-40,DIET22206,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22207-40,DIET22207,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22207-40,DIET22207,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22208-40,DIET22208,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22208-40,DIET22208,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22209-40,DIET22209,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22209-40,DIET22209,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22210-40,DIET22210,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22347-40,DIET22347,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22347-40,DIET22347,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
22696FP,DIET22696,40,404920,2200-12-31,Actual,Rate,10000.0,CJ_Foods,NONE
22718FP,DIET22718,20,205820,2200-12-31,Actual,Rate,85260.0,CJ_Foods,NONE
22826FP,DIET22826,20,205820,2200-12-31,Actual,Rate,12180.0,CJ_Foods,NONE
22847-40,DIET22847,40,404920,2200-12-31,Actual,Rate,24000.0,CJ_Foods,NONE
22848-40,DIET22848,40,404920,2200-12-31,Actual,Rate,24000.0,CJ_Foods,NONE
22887FP,DIET22887,40,404920,2200-12-31,Actual,Rate,10000.0,CJ_Foods,NONE
2307,DIET22076,10,101020,2200-12-31,Actual,Rate,3540.0,CJ_Foods,NONE
2307,DIET22076,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2307,DIET22076,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2307,DIET22076,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
230728,DIET22931,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
230728,DIET22931,20,205520,2200-12-31,Actual,Rate,40800.0,CJ_Foods,NONE
230728,DIET22931,30,305520,2200-12-31,Actual,Rate,28800.0,CJ_Foods,NONE
230729,DIET22931,10,101020,2200-12-31,Actual,Rate,12600.0,CJ_Foods,NONE
230729,DIET22931,20,205520,2200-12-31,Actual,Rate,30600.0,CJ_Foods,NONE
230729,DIET22931,30,305520,2200-12-31,Actual,Rate,30600.0,CJ_Foods,NONE
230731,DIET23054,20,206120,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
230731,DIET23054,30,305520,2200-12-31,Actual,Rate,28800.0,CJ_Foods,NONE
230732,DIET23054,20,206120,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
230732,DIET23054,30,305520,2200-12-31,Actual,Rate,30600.0,CJ_Foods,NONE
230734,DIET23055,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
230734,DIET23055,20,205520,2200-12-31,Actual,Rate,28800.0,CJ_Foods,NONE
230734,DIET23055,30,305520,2200-12-31,Actual,Rate,28800.0,CJ_Foods,NONE
230735,DIET23055,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
230735,DIET23055,20,205520,2200-12-31,Actual,Rate,30600.0,CJ_Foods,NONE
230735,DIET23055,30,305520,2200-12-31,Actual,Rate,0.0,CJ_Foods,NONE
2308,DIET22077,10,101020,2200-12-31,Actual,Rate,4440.0,CJ_Foods,NONE
2308,DIET22077,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2308,DIET22077,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2308,DIET22077,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2324,DIET22052,10,101020,2200-12-31,Actual,Rate,3420.0,CJ_Foods,NONE
2324,DIET22052,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2324,DIET22052,20,205520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2324,DIET22052,20,205720,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2324,DIET22052,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2325,DIET22056,10,101020,2200-12-31,Actual,Rate,4260.0,CJ_Foods,NONE
2325,DIET22056,30,305520,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2326,DIET22352,10,101020,2200-12-31,Actual,Rate,4320.0,CJ_Foods,NONE
2326,DIET22352,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2327,DIET22055,10,101020,2200-12-31,Actual,Rate,3180.0,CJ_Foods,NONE
2328,DIET22053,10,101020,2200-12-31,Actual,Rate,3360.0,CJ_Foods,NONE
2328,DIET22053,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2350905,DIET22848,40,404920,2200-12-31,Actual,Rate,19500.0,CJ_Foods,NONE
2350912,DIET22848,40,406020,2200-12-31,Actual,Rate,13440.0,CJ_Foods,NONE
2350936,DIET22847,40,404920,2200-12-31,Actual,Rate,19500.0,CJ_Foods,NONE
2350943,DIET22847,40,406020,2200-12-31,Actual,Rate,13440.0,CJ_Foods,NONE
2363300237,DIET22505,10,101020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2363300237,DIET22505,10,104820,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2363300237,DIET22505,20,205720,2200-12-31,Actual,Rate,9780.0,CJ_Foods,NONE
2363300237,DIET22505,20,206120,2200-12-31,Actual,Rate,5220.0,CJ_Foods,NONE
2363300237,DIET22505,30,305520,2200-12-31,Actual,Rate,13080.0,CJ_Foods,NONE
2363300315A,DIET22595,10,101020,2200-12-31,Actual,Rate,4920.0,CJ_Foods,NONE
2363300315A,DIET22595,20,205520,2200-12-31,Actual,Rate,13440.0,CJ_Foods,NONE
2363300315A,DIET22595,20,205720,2200-12-31,Actual,Rate,6780.0,CJ_Foods,NONE
2363300315A,DIET22595,30,305520,2200-12-31,Actual,Rate,13200.0,CJ_Foods,NONE
2363306236,DIET22505,10,104620,2200-12-31,Actual,Rate,2880.0,CJ_Foods,NONE
2363306236,DIET22505,20,206020,2200-12-31,Actual,Rate,9960.0,CJ_Foods,NONE
2363306236,DIET22505,20,206220,2200-12-31,Actual,Rate,3540.0,CJ_Foods,NONE
2363306236,DIET22505,30,306020,2200-12-31,Actual,Rate,7200.0,CJ_Foods,NONE
2363327776,DIET20851,10,104620,2200-12-31,Actual,Rate,2160.0,CJ_Foods,NONE
2363327776,DIET20851,20,206020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2363327776,DIET20851,20,206220,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
2363327776,DIET20851,30,306020,2200-12-31,Actual,Rate,12000.0,CJ_Foods,NONE
